Epoch 1/400, Train Loss: 0.01346492863066184, Val Loss: 0.01119968470496436, L2 Loss: 0.04604610785268446, LInf Loss: 3.005187332232793
Epoch 110/400, Train Loss: 0.0006382536079824301, Val Loss: 0.0020921731830458156, L2 Loss: 0.01618921573225843, LInf Loss: 0.4223883677025636
Epoch 111/400, Train Loss: 0.0005493550519531709, Val Loss: 0.0014852947838274607, L2 Loss: 0.014126894988814602, LInf Loss: 0.3854897148658832
Epoch 112/400, Train Loss: 0.0006540847394959807, Val Loss: 0.001546949354718284, L2 Loss: 0.014297141851511024, LInf Loss: 0.43166605837643146
Epoch 113/400, Train Loss: 0.0006926128951333036, Val Loss: 0.0013855746049860802, L2 Loss: 0.0138092683050575, LInf Loss: 0.4140737279256185
Epoch 114/400, Train Loss: 0.0005235889621690149, Val Loss: 0.001727246436785208, L2 Loss: 0.017314938917240914, LInf Loss: 0.23912031799554825
Epoch 115/400, Train Loss: 0.0007098304824345783, Val Loss: 0.0014001677046568753, L2 Loss: 0.014011282693772088, LInf Loss: 0.44562781383593875
Epoch 116/400, Train Loss: 0.000446221718260252, Val Loss: 0.002040989730351915, L2 Loss: 0.016492835105204225, LInf Loss: 0.39271775603294373
Epoch 117/400, Train Loss: 0.0004963137737286161, Val Loss: 0.0017146030657750088, L2 Loss: 0.015244223699799872, LInf Loss: 0.6183447790642579
Epoch 118/400, Train Loss: 0.0005815207887280849, Val Loss: 0.0017793690259471381, L2 Loss: 0.015443651046305018, LInf Loss: 0.31515007237593334
Epoch 119/400, Train Loss: 0.0006109052224140517, Val Loss: 0.0013676767536283782, L2 Loss: 0.013380815384050481, LInf Loss: 0.2544105569521586
Epoch 120/400, Train Loss: 0.0004891649541787046, Val Loss: 0.0014281805793386108, L2 Loss: 0.014004657494034251, LInf Loss: 0.5464009247223536
Epoch 121/400, Train Loss: 0.000488120215110636, Val Loss: 0.002086881032737438, L2 Loss: 0.019081371659479793, LInf Loss: 0.3573703529437383
Epoch 122/400, Train Loss: 0.0005253913439143313, Val Loss: 0.001194981149067947, L2 Loss: 0.013002625049832435, LInf Loss: 0.42019662822286286
Epoch 123/400, Train Loss: 0.0004950741273144862, Val Loss: 0.002208917965181172, L2 Loss: 0.02089174528177937, LInf Loss: 0.5955088483542204
Epoch 124/400, Train Loss: 0.0005632233908181661, Val Loss: 0.001492224487689479, L2 Loss: 0.013889813983043817, LInf Loss: 0.26398927010595796
Epoch 125/400, Train Loss: 0.0005198392802049056, Val Loss: 0.0017150317370639339, L2 Loss: 0.014591903870041983, LInf Loss: 0.5038950198888779
Epoch 126/400, Train Loss: 0.000445912952091021, Val Loss: 0.001408734442544907, L2 Loss: 0.013911569076508225, LInf Loss: 0.47771941910187404
Epoch 127/400, Train Loss: 0.0004670127666637806, Val Loss: 0.001139679568950669, L2 Loss: 0.011970811585390869, LInf Loss: 0.2550570757935445
Epoch 128/400, Train Loss: 0.0006175478772153535, Val Loss: 0.0015847817776860514, L2 Loss: 0.01370228402846325, LInf Loss: 0.2407186139623324
Epoch 129/400, Train Loss: 0.0005055261941985615, Val Loss: 0.0016283420976833441, L2 Loss: 0.014727226034613582, LInf Loss: 0.33838513389229774
Epoch 130/400, Train Loss: 0.00047828609276621135, Val Loss: 0.0012281535384681774, L2 Loss: 0.012241886394597775, LInf Loss: 0.2463086349517107
Epoch 131/400, Train Loss: 0.00047146486645942786, Val Loss: 0.0012451994762038036, L2 Loss: 0.013295671723671229, LInf Loss: 0.33139718304077787
Epoch 132/400, Train Loss: 0.0004532471603549008, Val Loss: 0.0015100549904551977, L2 Loss: 0.015474527375183305, LInf Loss: 0.33496948207418126
Epoch 133/400, Train Loss: 0.0004619630193337798, Val Loss: 0.0016656557569998162, L2 Loss: 0.014790351327073707, LInf Loss: 0.39707836714883643
Epoch 134/400, Train Loss: 0.00046124596690181837, Val Loss: 0.0014444715657737106, L2 Loss: 0.015047133816509408, LInf Loss: 0.32682339519262316
Epoch 135/400, Train Loss: 0.00045670420847576074, Val Loss: 0.0012532901765371206, L2 Loss: 0.01247533179542557, LInf Loss: 0.37984202524026234
Epoch 136/400, Train Loss: 0.0005430862700207702, Val Loss: 0.002085709291762517, L2 Loss: 0.016513362792451167, LInf Loss: 0.42024072736501694
Epoch 137/400, Train Loss: 0.00043623685529989114, Val Loss: 0.0011721677509194705, L2 Loss: 0.011877602781257211, LInf Loss: 0.3504583458354076
Epoch 138/400, Train Loss: 0.0003957008869717053, Val Loss: 0.0011821429935904842, L2 Loss: 0.01250796528633949, LInf Loss: 0.334068934644262
Epoch 139/400, Train Loss: 0.0004152947662381242, Val Loss: 0.0015374174116974853, L2 Loss: 0.014905605437470971, LInf Loss: 0.6092879790067672
Epoch 140/400, Train Loss: 0.0004987830330537691, Val Loss: 0.001243167402377973, L2 Loss: 0.012954239966584742, LInf Loss: 0.19691475448509058
Epoch 141/400, Train Loss: 0.0005841985226349304, Val Loss: 0.001513404257275397, L2 Loss: 0.015052305089051006, LInf Loss: 0.5705058229962985
Epoch 142/400, Train Loss: 0.0004045124453417278, Val Loss: 0.0014126237244151223, L2 Loss: 0.013446343923346019, LInf Loss: 0.38068738813201586
Epoch 143/400, Train Loss: 0.00045389916116012806, Val Loss: 0.0012127213836841595, L2 Loss: 0.011814779059527674, LInf Loss: 0.21041760921478272
Epoch 144/400, Train Loss: 0.00035881700759394635, Val Loss: 0.001282814282021718, L2 Loss: 0.0123026774914064, LInf Loss: 0.20197213840981323
Epoch 145/400, Train Loss: 0.0004024126436706865, Val Loss: 0.0011976411451178138, L2 Loss: 0.01219927523389643, LInf Loss: 0.28858892592291036
Epoch 146/400, Train Loss: 0.000387008107463771, Val Loss: 0.0014647008256967334, L2 Loss: 0.01357567370987684, LInf Loss: 0.4222997674097618
Epoch 147/400, Train Loss: 0.00045353949377386016, Val Loss: 0.00159413285786286, L2 Loss: 0.015687253392761398, LInf Loss: 0.42931065579255423
Epoch 148/400, Train Loss: 0.0004529870181856192, Val Loss: 0.0009629434471329053, L2 Loss: 0.010832571557201132, LInf Loss: 0.21543977849185467
Epoch 149/400, Train Loss: 0.00036457851580659433, Val Loss: 0.0023992867104243487, L2 Loss: 0.01676472475695127, LInf Loss: 0.4186918462812901
Epoch 150/400, Train Loss: 0.00047156582290578324, Val Loss: 0.0015125666005769743, L2 Loss: 0.015413919132827386, LInf Loss: 0.584929550687472
Epoch 151/400, Train Loss: 0.00043286114078000537, Val Loss: 0.0013925583813882744, L2 Loss: 0.013894112718237516, LInf Loss: 0.46103921622037886
Epoch 152/400, Train Loss: 0.0004304649667756166, Val Loss: 0.0015579462745032894, L2 Loss: 0.01442404105005432, LInf Loss: 0.30835530812541645
Epoch 153/400, Train Loss: 0.00048098726464862316, Val Loss: 0.0010665441406551206, L2 Loss: 0.01123858888399655, LInf Loss: 0.27068100055058797
Epoch 154/400, Train Loss: 0.0003505134253585614, Val Loss: 0.0017270426612716013, L2 Loss: 0.015851137163743274, LInf Loss: 0.39010026248792806
Epoch 155/400, Train Loss: 0.0003433342333967933, Val Loss: 0.001246251823831699, L2 Loss: 0.013078605598355147, LInf Loss: 0.39371318568785985
Epoch 156/400, Train Loss: 0.00033554328997828026, Val Loss: 0.0011274363472815216, L2 Loss: 0.012393726969729506, LInf Loss: 0.22525309388836226
Epoch 157/400, Train Loss: 0.0005768631466708029, Val Loss: 0.0010186827751022065, L2 Loss: 0.011129831707874155, LInf Loss: 0.23615705634156864
Epoch 158/400, Train Loss: 0.0003414239876413679, Val Loss: 0.0011816955725225853, L2 Loss: 0.012044999874734596, LInf Loss: 0.27333633807798224
Epoch 159/400, Train Loss: 0.00040863833444139647, Val Loss: 0.0011934318684749692, L2 Loss: 0.01187350287907122, LInf Loss: 0.2541575523217519
Epoch 160/400, Train Loss: 0.00037422364785015815, Val Loss: 0.0016255488828513384, L2 Loss: 0.013858573677799552, LInf Loss: 0.34990839287638664
Epoch 161/400, Train Loss: 0.0003581884872498146, Val Loss: 0.0013897936120338273, L2 Loss: 0.013866014060675506, LInf Loss: 0.5110841279476881
Epoch 162/400, Train Loss: 0.00041540457695494597, Val Loss: 0.0012015041857860826, L2 Loss: 0.012881401432781377, LInf Loss: 0.22140927145878475
Epoch 163/400, Train Loss: 0.0003373604439426951, Val Loss: 0.0012449969480803702, L2 Loss: 0.012968091454602341, LInf Loss: 0.28266894136865933
Epoch 164/400, Train Loss: 0.0004137387358908503, Val Loss: 0.0009917398579030608, L2 Loss: 0.011180046800686808, LInf Loss: 0.31103259993096194
Epoch 165/400, Train Loss: 0.00043107436024608127, Val Loss: 0.0013265554213285214, L2 Loss: 0.013640350903550234, LInf Loss: 0.38062548843522864
Epoch 166/400, Train Loss: 0.0002939089834399056, Val Loss: 0.0012173393522001183, L2 Loss: 0.012953863087932189, LInf Loss: 0.1918509431183338
Epoch 167/400, Train Loss: 0.0002753694367250622, Val Loss: 0.0010213911717922505, L2 Loss: 0.010984806757850418, LInf Loss: 0.28190478776892025
Epoch 168/400, Train Loss: 0.0005554090469983445, Val Loss: 0.0014377652576270823, L2 Loss: 0.014325121355772174, LInf Loss: 0.2682774971922239
Epoch 169/400, Train Loss: 0.00034730591679059825, Val Loss: 0.0015329990234749858, L2 Loss: 0.014780180521129548, LInf Loss: 0.6359589598576227
Epoch 170/400, Train Loss: 0.0003480740746817901, Val Loss: 0.0012251275905388562, L2 Loss: 0.01233669543219639, LInf Loss: 0.39892570085823537
Epoch 171/400, Train Loss: 0.0004059408210074859, Val Loss: 0.0013545120880007744, L2 Loss: 0.013479725137226574, LInf Loss: 0.33617593213915825
Epoch 172/400, Train Loss: 0.0003500966076050342, Val Loss: 0.0011685594782223536, L2 Loss: 0.012461560358817639, LInf Loss: 0.17700373287002247
Epoch 173/400, Train Loss: 0.00032654304176200335, Val Loss: 0.0012760931641241768, L2 Loss: 0.012157509695527136, LInf Loss: 0.22997195355594158
Epoch 174/400, Train Loss: 0.0002931357997901311, Val Loss: 0.0011697247553820488, L2 Loss: 0.011488695682767003, LInf Loss: 0.24259285954137644
Epoch 175/400, Train Loss: 0.0003310407897212523, Val Loss: 0.0020095655508339406, L2 Loss: 0.017559423216479467, LInf Loss: 0.3873990703125795
Epoch 176/400, Train Loss: 0.0004093078996811528, Val Loss: 0.0013722484158643056, L2 Loss: 0.013085846925823812, LInf Loss: 0.45144407471021014
Epoch 177/400, Train Loss: 0.0003452673941622682, Val Loss: 0.0011088011836788306, L2 Loss: 0.012165435295204505, LInf Loss: 0.23675845469037693
Epoch 178/400, Train Loss: 0.00034039323028991933, Val Loss: 0.0011488329766871175, L2 Loss: 0.011291828211506282, LInf Loss: 0.23134676965574424
Epoch 179/400, Train Loss: 0.0003087910930723107, Val Loss: 0.0012509886669189048, L2 Loss: 0.012720918033298763, LInf Loss: 0.2742953520268202
Epoch 180/400, Train Loss: 0.00027783713324727917, Val Loss: 0.0014118214206003661, L2 Loss: 0.013697334651611088, LInf Loss: 0.24294318743050097
Epoch 181/400, Train Loss: 0.0003553142988918504, Val Loss: 0.0013911726612665612, L2 Loss: 0.012989803780470495, LInf Loss: 0.3632011674841245
Epoch 182/400, Train Loss: 0.0003065424736875381, Val Loss: 0.0010179861495271325, L2 Loss: 0.011228918777286654, LInf Loss: 0.2862433664749066
