Epoch 1/400, Train Loss: 412404.6309637912, Val Loss: 33.13455921173096, L2 Loss: 2.796781454167175, LInf Loss: 7.128611033757528
Epoch 75/400, Train Loss: 0.08462566633398334, Val Loss: 0.07748888763288657, L2 Loss: 0.1329141869392569, LInf Loss: 3.1227635153134665
Epoch 76/400, Train Loss: 0.08461703477427364, Val Loss: 0.0774788644661506, L2 Loss: 0.1313668399221043, LInf Loss: 2.900554740826289
Epoch 77/400, Train Loss: 0.08460551781579852, Val Loss: 0.07746681657930216, L2 Loss: 0.1330945843462064, LInf Loss: 3.139809058904648
Epoch 78/400, Train Loss: 0.08458894286304712, Val Loss: 0.0774489838629961, L2 Loss: 0.13163813596602292, LInf Loss: 2.9973220658302306
Epoch 79/400, Train Loss: 0.08456814657896757, Val Loss: 0.07742483864227931, L2 Loss: 0.13208220300842402, LInf Loss: 2.9939946190516156
Epoch 80/400, Train Loss: 0.08454130051657557, Val Loss: 0.077397692228357, L2 Loss: 0.13309056540213612, LInf Loss: 3.0897886447111764
Epoch 81/400, Train Loss: 0.08450944179669023, Val Loss: 0.0773634921014309, L2 Loss: 0.13294938611890936, LInf Loss: 3.1320390967528025
Epoch 82/400, Train Loss: 0.08446799426029127, Val Loss: 0.07731912039220333, L2 Loss: 0.1330069324570548, LInf Loss: 3.092113289833069
Epoch 83/400, Train Loss: 0.08441628395890197, Val Loss: 0.07726039829353491, L2 Loss: 0.132287776969417, LInf Loss: 3.0529962557554247
Epoch 84/400, Train Loss: 0.08434888806194067, Val Loss: 0.07718903208772342, L2 Loss: 0.13198150445648213, LInf Loss: 2.9557146420081457
Epoch 85/400, Train Loss: 0.08426394404222567, Val Loss: 0.07709623677035173, L2 Loss: 0.1323716864240612, LInf Loss: 3.0382790315151214
Epoch 86/400, Train Loss: 0.08415552753334245, Val Loss: 0.0769805280615886, L2 Loss: 0.13246043046626557, LInf Loss: 3.0742157222827275
Epoch 87/400, Train Loss: 0.08401744263867537, Val Loss: 0.0768300378570954, L2 Loss: 0.13200032208685936, LInf Loss: 3.0617596848805744
Epoch 88/400, Train Loss: 0.08384087081998587, Val Loss: 0.07663992111881573, L2 Loss: 0.13244685885335447, LInf Loss: 3.087835395336151
Epoch 89/400, Train Loss: 0.08361572805171212, Val Loss: 0.07639465982715289, L2 Loss: 0.13145585136637525, LInf Loss: 2.9968664622306824
Epoch 90/400, Train Loss: 0.08332795044407248, Val Loss: 0.0760832674552997, L2 Loss: 0.13143216888965228, LInf Loss: 3.066263908545176
Epoch 91/400, Train Loss: 0.08295980956405401, Val Loss: 0.07568388998508453, L2 Loss: 0.13090307371334858, LInf Loss: 3.055678068002065
Epoch 92/400, Train Loss: 0.08248649383584658, Val Loss: 0.07517106644809246, L2 Loss: 0.12951264856068506, LInf Loss: 2.9770232288042706
Epoch 93/400, Train Loss: 0.08187720957522591, Val Loss: 0.07450673329333464, L2 Loss: 0.13019517857501187, LInf Loss: 3.0947504142920175
Epoch 94/400, Train Loss: 0.08108824858752389, Val Loss: 0.07364944619437058, L2 Loss: 0.12859394802583718, LInf Loss: 3.0527453311284383
Epoch 95/400, Train Loss: 0.08005987882303695, Val Loss: 0.07252366570134958, L2 Loss: 0.12743523544839058, LInf Loss: 3.0265222467978794
Epoch 96/400, Train Loss: 0.07870377933606505, Val Loss: 0.0710334288328886, L2 Loss: 0.12656726521133055, LInf Loss: 3.050705775817235
Epoch 97/400, Train Loss: 0.07689169610850513, Val Loss: 0.06904496653626363, L2 Loss: 0.12453662133263516, LInf Loss: 3.1152027865250904
Epoch 98/400, Train Loss: 0.07446440149409075, Val Loss: 0.06640484203894934, L2 Loss: 0.12144349692307962, LInf Loss: 3.0031527817249297
Epoch 99/400, Train Loss: 0.0712847945249329, Val Loss: 0.0630167942866683, L2 Loss: 0.11792115686146634, LInf Loss: 3.0948728775978087
Epoch 100/400, Train Loss: 0.06727024823116759, Val Loss: 0.05879636383304993, L2 Loss: 0.11275306607101451, LInf Loss: 2.9971252018213272
Epoch 101/400, Train Loss: 0.06232082890346646, Val Loss: 0.05368419043098887, L2 Loss: 0.10717841121626302, LInf Loss: 3.033154633839925
Epoch 102/400, Train Loss: 0.05641119814012199, Val Loss: 0.04778153075526158, L2 Loss: 0.09988576200999083, LInf Loss: 3.032978177467982
Epoch 103/400, Train Loss: 0.049924129669864974, Val Loss: 0.041858986299484965, L2 Loss: 0.0911488764813268, LInf Loss: 2.9608306970198948
Epoch 104/400, Train Loss: 0.04398386752776181, Val Loss: 0.03729291581859191, L2 Loss: 0.08512908706615273, LInf Loss: 2.9758143961429595
Epoch 105/400, Train Loss: 0.0398648883177278, Val Loss: 0.03476445459139844, L2 Loss: 0.08260746922900454, LInf Loss: 3.004886422952016
Epoch 106/400, Train Loss: 0.037668972911002734, Val Loss: 0.03366853958616654, L2 Loss: 0.08117254479912785, LInf Loss: 2.9022417749961216
Epoch 107/400, Train Loss: 0.03668577128710846, Val Loss: 0.03329511120915413, L2 Loss: 0.08131025310598473, LInf Loss: 2.9499063366651535
Epoch 108/400, Train Loss: 0.036334592428368825, Val Loss: 0.033236873441686236, L2 Loss: 0.08201715089881335, LInf Loss: 2.98631911834081
Epoch 109/400, Train Loss: 0.03625050803801666, Val Loss: 0.03321730734780431, L2 Loss: 0.08070704794209993, LInf Loss: 2.843442799448967
Epoch 110/400, Train Loss: 0.03623202119022608, Val Loss: 0.03320227768893043, L2 Loss: 0.08109704474880268, LInf Loss: 2.9355665771166484
Epoch 111/400, Train Loss: 0.03623205358317743, Val Loss: 0.033223104166487855, L2 Loss: 0.08225998138805976, LInf Loss: 3.0459833896160124
Epoch 112/400, Train Loss: 0.03623335707001388, Val Loss: 0.03320587432632844, L2 Loss: 0.08193089088892831, LInf Loss: 2.9710277293125786
Epoch 113/400, Train Loss: 0.0362335758532087, Val Loss: 0.03319485779851675, L2 Loss: 0.08210783150331383, LInf Loss: 2.9741479361057284
Epoch 114/400, Train Loss: 0.03623649021144956, Val Loss: 0.03316436918452382, L2 Loss: 0.08120587858435228, LInf Loss: 2.951568390925725
Epoch 115/400, Train Loss: 0.036239081197418276, Val Loss: 0.033241356934110323, L2 Loss: 0.08185967646310785, LInf Loss: 2.9455361316601434
Epoch 116/400, Train Loss: 0.03623329788446426, Val Loss: 0.03334566935275992, L2 Loss: 0.08139805116298847, LInf Loss: 2.848440935611725
Epoch 117/400, Train Loss: 0.03624598893802613, Val Loss: 0.03320584948485096, L2 Loss: 0.08135987706691394, LInf Loss: 2.9790442989269894
Epoch 118/400, Train Loss: 0.03625258219894022, Val Loss: 0.033364549713830155, L2 Loss: 0.08157097738705191, LInf Loss: 2.866882646679878
Epoch 119/400, Train Loss: 0.036267906248879926, Val Loss: 0.03324936253329118, L2 Loss: 0.08024078535862551, LInf Loss: 2.803551339705785
Epoch 120/400, Train Loss: 0.03624803402616332, Val Loss: 0.03332998673742016, L2 Loss: 0.08131616558814002, LInf Loss: 2.8157797370354336
Epoch 121/400, Train Loss: 0.03625108306761831, Val Loss: 0.03330151785785953, L2 Loss: 0.08192059794983986, LInf Loss: 2.9370550485452016
Epoch 122/400, Train Loss: 0.03625919665209949, Val Loss: 0.03320701009283463, L2 Loss: 0.08104117650419602, LInf Loss: 2.8894066594044365
Epoch 123/400, Train Loss: 0.0362392273110648, Val Loss: 0.03312352493405342, L2 Loss: 0.08102969608194907, LInf Loss: 2.9619335774580637
Epoch 124/400, Train Loss: 0.03627751701744273, Val Loss: 0.03315214277555545, L2 Loss: 0.08113990072012725, LInf Loss: 2.922307198047638
Epoch 125/400, Train Loss: 0.03628707402385771, Val Loss: 0.03313761263464888, L2 Loss: 0.08075903952860473, LInf Loss: 2.911606400410334
Epoch 126/400, Train Loss: 0.036271833439047135, Val Loss: 0.03315193907047311, L2 Loss: 0.08105106289061698, LInf Loss: 2.913711190621058
Epoch 127/400, Train Loss: 0.03626796924509108, Val Loss: 0.0332190259359777, L2 Loss: 0.08034566569468281, LInf Loss: 2.8607486436764398
Epoch 128/400, Train Loss: 0.036258574243014055, Val Loss: 0.03333365022515257, L2 Loss: 0.0821999160557577, LInf Loss: 2.951917628844579
Epoch 129/400, Train Loss: 0.036278304155760756, Val Loss: 0.033548045965532465, L2 Loss: 0.08252593138135496, LInf Loss: 2.8650398073593775
Epoch 130/400, Train Loss: 0.036295919775341946, Val Loss: 0.03315269872546196, L2 Loss: 0.08123822430575198, LInf Loss: 2.9449610618750253
Epoch 131/400, Train Loss: 0.03624336179345846, Val Loss: 0.0334083283568422, L2 Loss: 0.08171247695056888, LInf Loss: 2.9028053162495295
Epoch 132/400, Train Loss: 0.0362791595266511, Val Loss: 0.03323818961158395, L2 Loss: 0.08058894862245286, LInf Loss: 2.82701508641243
Epoch 133/400, Train Loss: 0.036264473252619306, Val Loss: 0.033155648292352756, L2 Loss: 0.08048844431399989, LInf Loss: 2.860000515381495
Epoch 134/400, Train Loss: 0.036273741965803005, Val Loss: 0.03330761176844438, L2 Loss: 0.08204962546889173, LInf Loss: 2.934132216175397
Epoch 135/400, Train Loss: 0.0362914897268638, Val Loss: 0.03319416486347715, L2 Loss: 0.08138201485252504, LInf Loss: 2.9468286363283793
Epoch 136/400, Train Loss: 0.03625733346833537, Val Loss: 0.033119408283382654, L2 Loss: 0.08027852841630446, LInf Loss: 2.937750000357628
Epoch 137/400, Train Loss: 0.036265725796110926, Val Loss: 0.03326297047858437, L2 Loss: 0.08144701585066683, LInf Loss: 2.9365505949656168
Epoch 138/400, Train Loss: 0.03626107455852131, Val Loss: 0.03323048494756222, L2 Loss: 0.08136099504942368, LInf Loss: 2.9404289495944975
Epoch 139/400, Train Loss: 0.036257524069709085, Val Loss: 0.03312438178807497, L2 Loss: 0.08098342654134275, LInf Loss: 3.0199443085988364
Epoch 140/400, Train Loss: 0.03628464937986185, Val Loss: 0.0331612034017841, L2 Loss: 0.08175925939750296, LInf Loss: 3.0299148390690487
Epoch 141/400, Train Loss: 0.036290944955932596, Val Loss: 0.03337645802025994, L2 Loss: 0.08184563387318984, LInf Loss: 2.9391988915205003
Epoch 142/400, Train Loss: 0.036208624945332606, Val Loss: 0.033745166771113874, L2 Loss: 0.08396627932534212, LInf Loss: 2.991989306608836
Epoch 143/400, Train Loss: 0.03626975141465664, Val Loss: 0.03321516467879216, L2 Loss: 0.0812446014195272, LInf Loss: 2.92129507958889
Epoch 144/400, Train Loss: 0.0362677352828905, Val Loss: 0.03332255647828181, L2 Loss: 0.08171461143916675, LInf Loss: 2.8749089767535527
Epoch 145/400, Train Loss: 0.036257857992313805, Val Loss: 0.0332520036958158, L2 Loss: 0.08220246050611325, LInf Loss: 3.0470681768655776
Epoch 146/400, Train Loss: 0.036295094126835466, Val Loss: 0.033158564449598395, L2 Loss: 0.08154435724506016, LInf Loss: 2.9944717409213384
Epoch 147/400, Train Loss: 0.036233470256750784, Val Loss: 0.03311910868932803, L2 Loss: 0.08093086889656398, LInf Loss: 2.9986215356985726
Epoch 148/400, Train Loss: 0.03627119645321121, Val Loss: 0.03316455885147055, L2 Loss: 0.0814336239490646, LInf Loss: 2.9971483633915583
Epoch 149/400, Train Loss: 0.03626642762372891, Val Loss: 0.03318580966442823, L2 Loss: 0.08099944319354892, LInf Loss: 2.8948258731762566
Epoch 150/400, Train Loss: 0.036292154820015035, Val Loss: 0.03326255144551396, L2 Loss: 0.0810622564516111, LInf Loss: 2.865877919793129
Epoch 151/400, Train Loss: 0.036266547911800444, Val Loss: 0.03324525414034724, L2 Loss: 0.08138198195604893, LInf Loss: 2.9211138264338175
Epoch 152/400, Train Loss: 0.03625255588442087, Val Loss: 0.03313399468238155, L2 Loss: 0.08045948571032817, LInf Loss: 2.9044555950164797
Epoch 153/400, Train Loss: 0.0362529834266752, Val Loss: 0.03311384297286471, L2 Loss: 0.08032890902106782, LInf Loss: 2.895997933546702
Epoch 154/400, Train Loss: 0.036223982204683126, Val Loss: 0.03360073213155071, L2 Loss: 0.08225461647546295, LInf Loss: 2.842364856203397
Epoch 155/400, Train Loss: 0.03627800657724341, Val Loss: 0.03338904234270255, L2 Loss: 0.08221803051773743, LInf Loss: 2.9763593703508375
Epoch 156/400, Train Loss: 0.03624059008123974, Val Loss: 0.03313985399280985, L2 Loss: 0.08112910604756873, LInf Loss: 2.944824527303378
Epoch 157/400, Train Loss: 0.0362746748731782, Val Loss: 0.03350697852050265, L2 Loss: 0.08247222621691275, LInf Loss: 2.900874000390371
Epoch 158/400, Train Loss: 0.0362780711427331, Val Loss: 0.03313820120568077, L2 Loss: 0.07993633850057842, LInf Loss: 2.815351498921712
Epoch 159/400, Train Loss: 0.036291266592840356, Val Loss: 0.033290287150690955, L2 Loss: 0.08140764349671802, LInf Loss: 2.899454939365387
Epoch 160/400, Train Loss: 0.036305204870489736, Val Loss: 0.03319336513678233, L2 Loss: 0.0811057781659927, LInf Loss: 2.913815118074417
Epoch 161/400, Train Loss: 0.03626851729582995, Val Loss: 0.03320754839107394, L2 Loss: 0.0822341335916239, LInf Loss: 3.0110180328289666
Epoch 162/400, Train Loss: 0.03625709012616426, Val Loss: 0.033159781657159326, L2 Loss: 0.0808210520734992, LInf Loss: 2.9218809660275777
Epoch 163/400, Train Loss: 0.03627126567686598, Val Loss: 0.03328435152769089, L2 Loss: 0.08186513578510722, LInf Loss: 3.002314240137736
Epoch 164/400, Train Loss: 0.03626010330083469, Val Loss: 0.033270118962973355, L2 Loss: 0.08142234396639011, LInf Loss: 2.8918658741315206
Epoch 165/400, Train Loss: 0.03626303067741295, Val Loss: 0.033585672204693155, L2 Loss: 0.08289532359721064, LInf Loss: 2.9440638677279156
Epoch 166/400, Train Loss: 0.036271731670325, Val Loss: 0.03342212191472451, L2 Loss: 0.08310601960422945, LInf Loss: 3.067532946666082
Epoch 167/400, Train Loss: 0.036262264455047745, Val Loss: 0.03351244633396466, L2 Loss: 0.08153402058501222, LInf Loss: 2.810249015887578
Epoch 168/400, Train Loss: 0.03627548316648851, Val Loss: 0.03316166008512179, L2 Loss: 0.08016263219008475, LInf Loss: 2.7973087962468464
Epoch 169/400, Train Loss: 0.03628052895112584, Val Loss: 0.03333088404809435, L2 Loss: 0.08223176322882264, LInf Loss: 3.0251223198572794
Epoch 170/400, Train Loss: 0.03627855097254117, Val Loss: 0.03316641928628087, L2 Loss: 0.08074019168920944, LInf Loss: 2.888555950323741
Epoch 171/400, Train Loss: 0.03626430108832816, Val Loss: 0.03314212158322334, L2 Loss: 0.08220894882590338, LInf Loss: 3.100959823131561
Epoch 172/400, Train Loss: 0.03628158307789515, Val Loss: 0.03314854873344302, L2 Loss: 0.08049506053688163, LInf Loss: 2.8904896994431812
Epoch 173/400, Train Loss: 0.0362562655347089, Val Loss: 0.033137991465628146, L2 Loss: 0.08067311241513207, LInf Loss: 2.8817936354875564
Epoch 174/400, Train Loss: 0.03628125034893553, Val Loss: 0.03335069029902418, L2 Loss: 0.08228701990255714, LInf Loss: 2.942828068534533
Epoch 175/400, Train Loss: 0.03628619420497368, Val Loss: 0.033146829176694155, L2 Loss: 0.08111963260896987, LInf Loss: 2.9444705750544866
Epoch 176/400, Train Loss: 0.03624900756559024, Val Loss: 0.03322163215527932, L2 Loss: 0.08240477746713415, LInf Loss: 3.03325243751208
Epoch 177/400, Train Loss: 0.03625472217487792, Val Loss: 0.03311902654046814, L2 Loss: 0.08097602530701521, LInf Loss: 2.9688836457331975
Epoch 178/400, Train Loss: 0.036255350233986974, Val Loss: 0.033108423786858715, L2 Loss: 0.08075378191525533, LInf Loss: 2.9677961587905886
Epoch 179/400, Train Loss: 0.03626469111846139, Val Loss: 0.03316880250349641, L2 Loss: 0.08123399787997393, LInf Loss: 2.936788491010666
Epoch 180/400, Train Loss: 0.03627024335165818, Val Loss: 0.033535426470140614, L2 Loss: 0.08208010751285046, LInf Loss: 2.858792918523153
Epoch 181/400, Train Loss: 0.03627834835710625, Val Loss: 0.03311133877063791, L2 Loss: 0.08083495658282275, LInf Loss: 2.945655027826627
Epoch 182/400, Train Loss: 0.036235145156582195, Val Loss: 0.033426129017025234, L2 Loss: 0.08224886723149467, LInf Loss: 2.98235422650973
Epoch 183/400, Train Loss: 0.03625385920672367, Val Loss: 0.03323792975395918, L2 Loss: 0.0800465783743165, LInf Loss: 2.766809043685595
Epoch 184/400, Train Loss: 0.03627912650971363, Val Loss: 0.033157605764766535, L2 Loss: 0.08138865613346388, LInf Loss: 2.983631770014763
Epoch 185/400, Train Loss: 0.03626675379152099, Val Loss: 0.03317081433410446, L2 Loss: 0.08141573304377267, LInf Loss: 2.951973598400752
Epoch 186/400, Train Loss: 0.03626613541661451, Val Loss: 0.03333069808781147, L2 Loss: 0.08188731151861998, LInf Loss: 2.9172149326403938
Epoch 187/400, Train Loss: 0.03627728799513231, Val Loss: 0.033242213763296606, L2 Loss: 0.08178259850170431, LInf Loss: 3.0203541773557663
